,Positive,Negative,Predicted Positive,Predicted Negative
106,True,False,False,True
107,True,False,True,False
108,False,True,True,False
109,True,False,True,False
110,True,False,True,False
111,True,False,True,False
112,True,False,False,True
113,True,False,True,False
114,True,False,True,False
115,True,False,True,False
116,True,False,False,True
117,False,True,True,False
118,False,True,True,False
119,False,True,True,False
120,True,False,False,True
121,True,False,True,False
122,False,True,False,True
123,True,False,True,False
124,True,False,False,True
125,True,False,True,False
126,True,False,False,True
127,False,True,True,False
128,True,False,False,True
129,True,False,True,False
130,False,True,True,False
131,True,False,True,False
132,False,True,False,True
133,True,False,False,True
134,True,False,True,False
135,True,False,True,False
136,True,False,False,True
137,False,True,True,False
138,True,False,True,False
139,False,True,True,False
140,True,False,False,True
141,False,True,True,False
142,False,True,True,False
143,False,True,True,False
144,True,False,True,False
145,True,False,True,False
146,True,False,False,True
147,False,True,True,False
148,True,False,True,False
149,False,True,False,True
150,True,False,True,False
151,False,True,True,False
152,True,False,True,False
153,True,False,True,False
154,True,False,True,False
155,True,False,True,False
156,True,False,True,False
157,True,False,True,False
158,True,False,False,True
159,True,False,True,False
160,True,False,False,True
161,True,False,True,False
162,False,True,True,False
163,False,True,False,True
164,True,False,True,False
165,True,False,True,False
166,True,False,False,True
167,True,False,False,True
168,False,True,True,False
169,True,False,True,False
170,False,True,True,False
171,False,True,True,False
172,True,False,True,False
173,False,True,False,True
174,True,False,True,False
175,True,False,True,False
176,True,False,True,False
177,True,False,True,False
178,True,False,True,False
179,False,True,True,False
180,True,False,True,False
181,False,True,True,False
182,False,True,False,True
183,False,True,True,False
184,True,False,True,False
185,False,True,False,True
186,True,False,True,False
187,False,True,False,True
188,True,False,True,False
189,True,False,True,False
190,True,False,True,False
191,True,False,True,False
192,False,True,True,False
193,False,True,False,True
194,False,True,True,False
195,True,False,True,False
196,True,False,True,False
197,False,True,True,False
198,True,False,True,False
199,True,False,True,False
200,True,False,False,True
201,False,True,True,False
202,True,False,False,True
203,True,False,False,True
204,True,False,True,False
205,True,False,True,False
206,False,True,False,True
207,True,False,True,False
208,False,True,True,False
209,False,True,True,False
210,False,True,False,True
211,True,False,True,False
212,True,False,True,False
213,True,False,True,False
214,True,False,True,False
215,True,False,True,False
216,False,True,True,False
217,False,True,False,True
218,False,True,True,False
219,False,True,False,True
220,True,False,True,False
221,True,False,True,False
222,True,False,False,True
223,True,False,True,False
224,True,False,True,False
225,False,True,True,False
226,False,True,True,False
227,True,False,True,False
228,True,False,True,False
229,False,True,True,False
230,True,False,False,True
231,True,False,True,False
232,True,False,False,True
233,True,False,True,False
234,True,False,True,False
235,True,False,True,False
236,True,False,True,False
237,False,True,False,True
238,True,False,True,False
239,True,False,True,False
240,True,False,False,True
241,True,False,False,True
242,True,False,True,False
243,False,True,True,False
244,False,True,True,False
245,True,False,True,False
246,False,True,False,True
247,True,False,True,False
248,True,False,True,False
249,True,False,True,False
250,False,True,True,False
251,False,True,True,False
252,False,True,True,False
253,True,False,True,False
254,True,False,True,False
255,True,False,True,False
256,True,False,True,False
257,True,False,True,False
258,True,False,True,False
259,True,False,True,False
260,True,False,True,False
261,True,False,True,False
262,False,True,True,False
263,True,False,True,False
264,True,False,False,True
265,True,False,True,False
266,True,False,True,False
267,True,False,True,False
268,False,True,True,False
269,True,False,False,True
270,False,True,True,False
271,False,True,True,False
272,False,True,True,False
273,True,False,True,False
274,False,True,True,False
275,True,False,True,False
276,True,False,True,False
277,True,False,True,False
278,True,False,True,False
279,False,True,False,True
280,True,False,True,False
281,True,False,True,False
282,True,False,True,False
283,False,True,True,False
284,False,True,False,True
285,True,False,True,False
286,True,False,False,True
287,True,False,True,False
288,True,False,False,True
289,True,False,True,False
290,False,True,True,False
291,True,False,True,False
292,True,False,True,False
293,False,True,True,False
294,False,True,True,False
295,True,False,False,True
296,True,False,True,False
297,True,False,True,False
298,True,False,True,False
299,True,False,True,False
300,False,True,True,False
301,True,False,True,False
302,True,False,True,False
303,True,False,True,False
304,True,False,True,False
305,True,False,True,False
306,True,False,True,False
307,True,False,True,False
308,True,False,True,False
309,True,False,True,False
310,False,True,True,False
311,True,False,True,False
312,False,True,False,True
313,True,False,True,False
314,True,False,True,False
315,True,False,True,False
316,True,False,True,False
317,True,False,True,False
318,False,True,False,True
319,False,True,True,False
320,True,False,True,False
321,False,True,True,False
322,True,False,False,True
323,True,False,False,True
324,True,False,True,False
325,True,False,True,False
326,True,False,True,False
327,False,True,True,False
328,True,False,False,True
329,True,False,False,True
330,True,False,True,False
331,True,False,True,False
332,True,False,True,False
333,True,False,False,True
334,True,False,True,False
335,True,False,True,False
336,False,True,False,True
337,True,False,True,False
338,True,False,True,False
339,True,False,True,False
340,True,False,True,False
341,False,True,True,False
342,True,False,False,True
343,True,False,True,False
344,True,False,True,False
345,False,True,True,False
346,True,False,False,True
347,True,False,True,False
348,False,True,True,False
349,True,False,True,False
350,False,True,True,False
351,True,False,True,False
352,True,False,False,True
353,False,True,False,True
354,True,False,False,True
355,True,False,True,False
356,True,False,False,True
357,True,False,False,True
358,True,False,True,False
359,True,False,False,True
360,False,True,True,False
361,True,False,True,False
362,True,False,False,True
363,True,False,True,False
364,True,False,True,False
365,False,True,True,False
366,True,False,True,False
367,True,False,True,False
368,True,False,True,False
369,True,False,True,False
370,True,False,True,False
371,True,False,True,False
372,True,False,True,False
373,False,True,True,False
374,True,False,True,False
375,True,False,True,False
376,True,False,True,False
377,False,True,True,False
378,True,False,True,False
379,True,False,True,False
380,True,False,True,False
381,False,True,True,False
382,True,False,False,True
383,False,True,True,False
384,True,False,True,False
385,True,False,True,False
386,False,True,True,False
387,True,False,False,True
388,True,False,False,True
389,True,False,True,False
390,True,False,True,False
391,True,False,True,False
392,True,False,True,False
393,False,True,True,False
394,False,True,True,False
395,True,False,True,False
396,True,False,False,True
397,False,True,True,False
398,True,False,False,True
399,False,True,False,True
400,True,False,True,False
401,True,False,True,False
402,False,True,False,True
403,False,True,True,False
404,True,False,True,False
405,True,False,True,False
406,False,True,True,False
407,True,False,True,False
408,True,False,True,False
409,True,False,True,False
410,True,False,True,False
411,True,False,False,True
412,False,True,True,False
413,True,False,True,False
414,True,False,True,False
415,False,True,True,False
416,True,False,True,False
417,True,False,False,True
418,True,False,True,False
419,False,True,True,False
420,True,False,True,False
421,True,False,False,True
422,True,False,True,False
423,True,False,True,False
424,True,False,True,False
425,True,False,True,False
426,True,False,True,False
427,True,False,True,False
428,True,False,True,False
429,False,True,False,True
430,True,False,True,False
431,False,True,True,False
432,True,False,True,False
433,False,True,True,False
434,True,False,True,False
435,True,False,True,False
436,True,False,True,False
437,True,False,False,True
438,True,False,True,False
439,True,False,False,True
440,False,True,True,False
441,False,True,True,False
442,True,False,True,False
443,False,True,True,False
444,True,False,True,False
445,True,False,True,False
446,True,False,True,False
447,True,False,True,False
448,False,True,True,False
449,False,True,True,False
450,True,False,True,False
451,True,False,True,False
452,False,True,True,False
453,True,False,True,False
454,True,False,True,False
455,True,False,True,False
456,False,True,False,True
457,True,False,True,False
458,True,False,True,False
459,False,True,False,True
460,True,False,True,False
461,True,False,False,True
462,True,False,False,True
463,True,False,False,True
464,False,True,True,False
465,True,False,False,True
466,True,False,False,True
467,True,False,True,False
468,True,False,True,False
469,True,False,True,False
470,True,False,True,False
471,True,False,False,True
472,True,False,True,False
473,True,False,True,False
474,False,True,True,False
475,True,False,True,False
476,True,False,True,False
477,True,False,False,True
478,True,False,True,False
479,True,False,True,False
480,True,False,True,False
481,True,False,False,True
482,True,False,False,True
483,False,True,True,False
484,True,False,True,False
485,True,False,True,False
486,True,False,True,False
487,True,False,True,False
488,False,True,False,True
489,False,True,False,True
490,True,False,True,False
491,True,False,True,False
492,True,False,True,False
493,False,True,True,False
494,True,False,True,False
495,False,True,True,False
496,True,False,True,False
497,False,True,True,False
498,True,False,False,True
499,True,False,False,True
500,True,False,False,True
501,True,False,True,False
502,True,False,False,True
503,True,False,True,False
504,False,True,True,False
505,True,False,True,False
506,True,False,True,False
507,False,True,True,False
508,True,False,True,False
509,True,False,True,False
510,False,True,True,False
511,True,False,True,False
512,False,True,True,False
513,True,False,True,False
514,True,False,True,False
515,True,False,True,False
516,True,False,True,False
517,True,False,False,True
518,False,True,True,False
519,True,False,True,False
520,True,False,False,True
521,True,False,True,False
522,True,False,True,False
523,True,False,False,True
524,True,False,False,True
525,True,False,True,False
526,True,False,True,False
527,True,False,True,False
528,True,False,True,False
529,True,False,True,False
530,False,True,True,False
531,False,True,True,False
532,True,False,True,False
533,True,False,True,False
534,True,False,False,True
535,True,False,True,False
536,False,True,False,True
537,True,False,False,True
538,True,False,True,False
539,True,False,False,True
540,True,False,True,False
541,True,False,True,False
542,True,False,False,True
543,True,False,True,False
544,False,True,False,True
545,True,False,False,True
546,False,True,True,False
547,True,False,False,True
548,True,False,True,False
549,True,False,True,False
550,False,True,True,False
551,False,True,True,False
552,False,True,True,False
553,True,False,True,False
554,True,False,True,False
555,True,False,True,False
556,True,False,False,True
557,True,False,True,False
558,True,False,True,False
559,True,False,True,False
560,False,True,True,False
561,True,False,True,False
562,True,False,True,False
563,False,True,True,False
564,False,True,True,False
565,True,False,True,False
566,True,False,True,False
567,False,True,True,False
568,False,True,False,True
569,True,False,False,True
570,False,True,True,False
571,True,False,False,True
572,True,False,False,True
573,False,True,False,True
574,True,False,True,False
575,True,False,False,True
576,False,True,True,False
577,True,False,True,False
578,True,False,True,False
579,True,False,True,False
580,True,False,True,False
581,True,False,True,False
582,False,True,True,False
583,False,True,True,False
584,True,False,True,False
585,True,False,True,False
586,True,False,True,False
587,False,True,True,False
588,True,False,False,True
589,True,False,True,False
590,False,True,True,False
591,True,False,False,True
592,False,True,True,False
593,False,True,True,False
594,True,False,True,False
595,True,False,True,False
596,False,True,True,False
597,False,True,True,False
598,False,True,True,False
599,False,True,False,True
600,True,False,True,False
601,True,False,False,True
602,True,False,True,False
603,False,True,True,False
604,True,False,True,False
605,True,False,False,True
606,False,True,False,True
607,True,False,False,True
608,False,True,False,True
609,False,True,True,False
610,True,False,True,False
611,False,True,True,False
612,True,False,True,False
613,True,False,True,False
614,True,False,True,False
615,True,False,True,False
616,True,False,True,False
617,False,True,False,True
618,True,False,True,False
619,True,False,True,False
620,True,False,True,False
621,False,True,True,False
622,False,True,True,False
623,True,False,True,False
624,True,False,True,False
625,True,False,True,False
626,True,False,False,True
627,False,True,True,False
628,True,False,True,False
629,True,False,False,True
630,True,False,True,False
631,True,False,True,False
632,True,False,True,False
633,True,False,True,False
634,True,False,True,False
635,True,False,True,False
636,False,True,False,True
637,True,False,True,False
638,True,False,True,False
639,True,False,True,False
640,False,True,False,True
641,False,True,True,False
642,True,False,True,False
643,True,False,True,False
644,False,True,True,False
645,True,False,True,False
646,True,False,True,False
647,False,True,True,False
648,False,True,False,True
649,True,False,False,True
650,True,False,True,False
651,True,False,True,False
652,True,False,True,False
653,False,True,True,False
654,True,False,False,True
655,True,False,True,False
656,True,False,True,False
657,False,True,True,False
658,False,True,True,False
659,True,False,True,False
660,True,False,True,False
661,False,True,True,False
662,True,False,True,False
663,True,False,True,False
664,True,False,True,False
665,True,False,True,False
666,True,False,False,True
667,True,False,True,False
668,True,False,False,True
669,True,False,True,False
670,False,True,False,True
671,True,False,True,False
672,True,False,False,True
673,False,True,True,False
674,False,True,True,False
675,True,False,True,False
676,True,False,True,False
677,True,False,True,False
678,True,False,True,False
679,False,True,True,False
680,True,False,True,False
681,True,False,False,True
682,True,False,True,False
683,True,False,True,False
684,False,True,False,True
685,True,False,True,False
686,True,False,True,False
687,False,True,True,False
688,True,False,False,True
689,True,False,True,False
690,True,False,True,False
691,False,True,True,False
692,True,False,False,True
693,True,False,True,False
694,True,False,True,False
695,True,False,True,False
696,False,True,True,False
697,False,True,True,False
698,False,True,True,False
699,False,True,False,True
700,True,False,True,False
701,True,False,False,True
702,False,True,True,False
703,True,False,False,True
704,True,False,True,False
705,False,True,False,True
706,True,False,True,False
707,True,False,True,False
708,True,False,True,False
709,True,False,True,False
710,False,True,True,False
711,False,True,True,False
712,True,False,True,False
713,True,False,True,False
714,False,True,True,False
715,True,False,True,False
716,False,True,True,False
717,False,True,True,False
718,True,False,False,True
719,True,False,True,False
720,True,False,True,False
721,True,False,True,False
722,False,True,True,False
723,False,True,True,False
724,True,False,True,False
725,True,False,False,True
726,False,True,True,False
727,True,False,True,False
728,True,False,True,False
729,True,False,False,True
730,False,True,True,False
731,True,False,True,False
732,False,True,True,False
733,True,False,True,False
734,True,False,True,False
735,False,True,True,False
736,True,False,True,False
737,True,False,True,False
738,True,False,True,False
739,True,False,True,False
740,True,False,True,False
741,True,False,False,True
742,False,True,True,False
743,False,True,True,False
744,True,False,True,False
745,True,False,True,False
746,True,False,True,False
747,False,True,True,False
748,True,False,True,False
749,True,False,True,False
750,False,True,True,False
751,True,False,True,False
752,True,False,True,False
753,True,False,True,False
754,True,False,True,False
755,True,False,True,False
756,True,False,True,False
757,False,True,True,False
758,True,False,True,False
759,False,True,False,True
760,True,False,True,False
761,True,False,True,False
762,True,False,True,False
763,True,False,True,False
764,True,False,True,False
765,False,True,True,False
766,False,True,True,False
767,True,False,True,False
768,True,False,True,False
769,True,False,True,False
770,True,False,True,False
771,True,False,False,True
772,True,False,True,False
773,False,True,False,True
774,False,True,True,False
775,True,False,True,False
776,True,False,False,True
777,True,False,True,False
778,True,False,True,False
779,True,False,True,False
780,True,False,True,False
781,True,False,True,False
782,True,False,False,True
783,True,False,True,False
784,True,False,True,False
785,True,False,True,False
786,True,False,True,False
787,True,False,True,False
788,True,False,True,False
789,True,False,True,False
790,True,False,False,True
791,False,True,False,True
792,False,True,True,False
793,True,False,True,False
794,True,False,True,False
795,True,False,True,False
796,True,False,True,False
797,True,False,True,False
798,False,True,True,False
799,True,False,True,False
800,True,False,True,False
801,False,True,False,True
802,True,False,True,False
803,True,False,True,False
804,False,True,True,False
805,False,True,True,False
806,True,False,False,True
807,True,False,True,False
808,True,False,True,False
809,True,False,True,False
810,True,False,False,True
811,False,True,False,True
812,False,True,True,False
813,False,True,True,False
814,True,False,True,False
815,True,False,True,False
816,True,False,False,True
817,True,False,True,False
818,False,True,True,False
819,True,False,True,False
820,True,False,True,False
821,True,False,True,False
822,True,False,True,False
823,True,False,False,True
824,True,False,True,False
825,True,False,True,False
826,True,False,True,False
827,True,False,True,False
828,True,False,True,False
829,False,True,True,False
830,True,False,True,False
831,True,False,True,False
832,False,True,True,False
833,True,False,False,True
834,True,False,False,True
835,False,True,False,True
836,True,False,True,False
837,True,False,True,False
838,True,False,True,False
839,False,True,True,False
840,True,False,True,False
841,True,False,False,True
842,False,True,True,False
843,False,True,True,False
844,True,False,True,False
845,True,False,True,False
846,True,False,True,False
847,True,False,False,True
848,True,False,True,False
849,True,False,True,False
850,True,False,True,False
851,False,True,False,True
852,True,False,True,False
853,True,False,True,False
854,True,False,False,True
855,True,False,True,False
856,True,False,True,False
857,True,False,True,False
858,True,False,True,False
859,True,False,False,True
860,False,True,True,False
861,True,False,True,False
862,True,False,True,False
863,True,False,True,False
864,False,True,True,False
865,False,True,True,False
866,True,False,True,False
867,False,True,True,False
868,True,False,True,False
869,True,False,True,False
870,False,True,True,False
871,True,False,True,False
872,True,False,True,False
873,False,True,False,True
874,False,True,True,False
875,True,False,True,False
876,True,False,True,False
877,True,False,False,True
878,False,True,True,False
879,True,False,True,False
880,False,True,True,False
881,True,False,False,True
882,True,False,True,False
883,True,False,True,False
884,False,True,True,False
885,True,False,True,False
886,True,False,True,False
887,True,False,False,True
888,True,False,True,False
889,False,True,True,False
890,True,False,True,False
891,False,True,True,False
892,True,False,True,False
893,True,False,False,True
894,True,False,True,False
895,True,False,True,False
896,True,False,True,False
897,True,False,True,False
898,True,False,True,False
899,True,False,True,False
900,True,False,True,False
901,True,False,True,False
902,True,False,False,True
903,True,False,True,False
904,False,True,True,False
905,True,False,True,False
906,False,True,True,False
907,True,False,True,False
908,True,False,True,False
909,True,False,False,True
910,True,False,False,True
911,True,False,True,False
912,True,False,True,False
913,True,False,True,False
914,True,False,True,False
915,False,True,True,False
916,True,False,True,False
917,True,False,True,False
918,True,False,True,False
919,True,False,True,False
920,True,False,True,False
921,True,False,False,True
922,False,True,True,False
923,True,False,False,True
924,False,True,True,False
925,True,False,True,False
926,True,False,True,False
927,True,False,True,False
928,False,True,True,False
929,True,False,True,False
930,True,False,True,False
931,True,False,True,False
932,False,True,True,False
933,True,False,True,False
934,True,False,False,True
935,False,True,True,False
936,True,False,True,False
937,True,False,True,False
938,False,True,True,False
939,False,True,False,True
940,True,False,False,True
941,False,True,True,False
942,True,False,True,False
943,True,False,True,False
944,True,False,True,False
945,True,False,True,False
946,False,True,False,True
947,True,False,True,False
948,True,False,True,False
949,True,False,True,False
950,True,False,True,False
951,True,False,True,False
952,True,False,True,False
953,True,False,True,False
954,True,False,True,False
955,True,False,False,True
956,True,False,True,False
957,True,False,False,True
958,True,False,False,True
959,True,False,False,True
960,True,False,True,False
961,False,True,True,False
962,False,True,True,False
963,False,True,True,False
964,True,False,True,False
965,True,False,True,False
966,True,False,True,False
967,True,False,True,False
968,True,False,True,False
969,True,False,True,False
970,False,True,False,True
971,False,True,True,False
972,True,False,True,False
973,False,True,True,False
974,True,False,True,False
975,True,False,True,False
976,True,False,False,True
977,True,False,True,False
978,False,True,True,False
979,True,False,True,False
980,True,False,True,False
981,False,True,False,True
982,True,False,True,False
983,False,True,True,False
984,False,True,False,True
985,True,False,True,False
986,True,False,True,False
987,True,False,False,True
988,False,True,True,False
989,True,False,True,False
990,True,False,True,False
991,True,False,True,False
992,True,False,True,False
993,True,False,True,False
994,False,True,True,False
995,True,False,True,False
996,False,True,True,False
997,True,False,False,True
998,True,False,True,False
999,True,False,True,False
1000,True,False,True,False
1001,True,False,True,False
1002,True,False,True,False
1003,True,False,True,False
1004,True,False,True,False
1005,True,False,True,False
1006,True,False,False,True
1007,False,True,True,False
1008,True,False,True,False
1009,False,True,True,False
1010,True,False,True,False
1011,True,False,False,True
1012,True,False,False,True
1013,False,True,True,False
1014,True,False,True,False
1015,True,False,True,False
1016,False,True,True,False
1017,False,True,True,False
1018,True,False,True,False
1019,True,False,False,True
1020,True,False,True,False
1021,True,False,False,True
1022,False,True,True,False
1023,False,True,True,False
1024,True,False,True,False
1025,False,True,True,False
1026,True,False,False,True
1027,True,False,False,True
1028,True,False,True,False
1029,True,False,True,False
1030,False,True,False,True
1031,True,False,True,False
1032,False,True,True,False
1033,True,False,False,True
1034,True,False,True,False
1035,False,True,True,False
1036,True,False,False,True
1037,True,False,True,False
1038,True,False,True,False
1039,True,False,False,True
1040,False,True,True,False
1041,False,True,True,False
1042,True,False,True,False
1043,True,False,True,False
1044,False,True,True,False
1045,True,False,True,False
1046,False,True,True,False
1047,True,False,True,False
1048,True,False,True,False
1049,True,False,False,True
1050,True,False,False,True
1051,False,True,False,True
1052,False,True,False,True
1053,True,False,True,False
1054,True,False,False,True
1055,True,False,True,False
1056,False,True,True,False
1057,True,False,True,False
1058,True,False,False,True
1059,False,True,False,True
1060,True,False,True,False
1061,True,False,True,False
1062,True,False,True,False
1063,False,True,True,False
1064,True,False,True,False
1065,True,False,True,False
1066,True,False,True,False
1067,True,False,True,False
1068,True,False,True,False
1069,True,False,True,False
1070,True,False,True,False
1071,False,True,True,False
1072,False,True,False,True
1073,False,True,True,False
1074,True,False,True,False
1075,True,False,True,False
1076,True,False,True,False
1077,True,False,True,False
1078,True,False,True,False
1079,True,False,True,False
1080,True,False,True,False
1081,True,False,True,False
1082,True,False,True,False
1083,True,False,False,True
1084,True,False,False,True
1085,False,True,True,False
1086,True,False,True,False
1087,True,False,False,True
1088,True,False,True,False
1089,True,False,True,False
1090,True,False,True,False
1091,True,False,True,False
1092,True,False,True,False
1093,False,True,True,False
1094,True,False,True,False
1095,True,False,True,False
1096,True,False,True,False
1097,True,False,True,False
1098,True,False,False,True
1099,False,True,True,False
1100,False,True,True,False
1101,True,False,True,False
1102,True,False,True,False
1103,False,True,True,False
1104,True,False,True,False
1105,True,False,False,True
1106,True,False,True,False
1107,True,False,True,False
1108,False,True,True,False
1109,True,False,True,False
1110,True,False,True,False
1111,True,False,True,False
1112,True,False,True,False
1113,True,False,True,False
1114,False,True,True,False
1115,True,False,True,False
1116,True,False,False,True
1117,True,False,True,False
1118,False,True,True,False
1119,True,False,True,False
1120,True,False,False,True
1121,True,False,False,True
1122,True,False,True,False
1123,True,False,True,False
1124,False,True,True,False
1125,True,False,True,False
1126,False,True,True,False
1127,True,False,True,False
1128,True,False,True,False
1129,False,True,True,False
1130,True,False,False,True
1131,True,False,False,True
1132,True,False,False,True
1133,False,True,True,False
1134,False,True,False,True
1135,True,False,False,True
1136,False,True,True,False
1137,True,False,True,False
1138,True,False,False,True
1139,True,False,True,False
1140,True,False,False,True
1141,False,True,True,False
1142,False,True,True,False
1143,True,False,True,False
1144,True,False,True,False
1145,True,False,True,False
1146,True,False,True,False
1147,True,False,True,False
1148,True,False,True,False
1149,True,False,True,False
1150,False,True,True,False
1151,True,False,True,False
1152,True,False,True,False
1153,True,False,False,True
1154,False,True,True,False
1155,True,False,True,False
1156,True,False,True,False
1157,False,True,True,False
1158,True,False,True,False
1159,True,False,True,False
1160,False,True,True,False
1161,False,True,True,False
1162,True,False,False,True
1163,False,True,True,False
1164,True,False,True,False
1165,True,False,True,False
1166,True,False,False,True
1167,False,True,True,False
1168,True,False,False,True
1169,True,False,False,True
1170,True,False,True,False
1171,True,False,True,False
1172,True,False,True,False
1173,True,False,False,True
1174,True,False,True,False
1175,True,False,True,False
1176,True,False,True,False
1177,False,True,False,True
1178,True,False,True,False
1179,False,True,True,False
1180,True,False,True,False
1181,False,True,True,False
1182,True,False,True,False
1183,True,False,True,False
1184,True,False,True,False
1185,False,True,True,False
1186,True,False,True,False
1187,True,False,True,False
1188,False,True,True,False
1189,True,False,True,False
1190,True,False,False,True
1191,True,False,True,False
1192,True,False,True,False
1193,False,True,True,False
1194,True,False,False,True
1195,False,True,True,False
1196,True,False,True,False
1197,True,False,True,False
1198,True,False,True,False
1199,True,False,True,False
1200,True,False,True,False
1201,True,False,True,False
1202,True,False,True,False
1203,True,False,True,False
1204,False,True,False,True
1205,True,False,True,False
1206,False,True,True,False
1207,False,True,True,False
1208,False,True,True,False
1209,True,False,False,True
1210,False,True,True,False
1211,True,False,True,False
1212,True,False,True,False
1213,True,False,True,False
1214,True,False,True,False
1215,True,False,True,False
1216,True,False,True,False
1217,True,False,True,False
1218,False,True,True,False
1219,False,True,True,False
1220,False,True,True,False
1221,False,True,True,False
1222,True,False,True,False
1223,True,False,True,False
1224,True,False,True,False
1225,True,False,True,False
1226,False,True,True,False
1227,True,False,True,False
1228,False,True,True,False
1229,True,False,True,False
1230,False,True,True,False
1231,True,False,True,False
1232,True,False,True,False
1233,False,True,False,True
1234,True,False,False,True
1235,True,False,True,False
1236,True,False,True,False
1237,False,True,True,False
1238,False,True,True,False
1239,True,False,True,False
1240,True,False,True,False
1241,False,True,False,True
1242,True,False,False,True
1243,True,False,False,True
1244,False,True,False,True
1245,True,False,False,True
1246,True,False,True,False
1247,True,False,True,False
1248,False,True,True,False
1249,True,False,True,False
1250,True,False,False,True
1251,False,True,True,False
1252,True,False,True,False
1253,True,False,True,False
1254,True,False,True,False
1255,True,False,False,True
1256,False,True,False,True
1257,False,True,True,False
1258,True,False,True,False
1259,True,False,True,False
1260,True,False,False,True
1261,False,True,False,True
1262,True,False,True,False
1263,True,False,True,False
1264,True,False,True,False
1265,True,False,True,False
1266,True,False,True,False
1267,True,False,True,False
1268,True,False,True,False
1269,True,False,True,False
1270,True,False,True,False
1271,True,False,True,False
1272,False,True,True,False
1273,True,False,True,False
1274,True,False,True,False
1275,True,False,False,True
1276,True,False,False,True
1277,True,False,False,True
1278,False,True,True,False
1279,True,False,True,False
1280,True,False,True,False
1281,True,False,True,False
1282,True,False,False,True
1283,True,False,True,False
1284,True,False,True,False
1285,False,True,True,False
1286,True,False,True,False
1287,False,True,True,False
1288,True,False,True,False
1289,True,False,True,False
1290,False,True,True,False
1291,True,False,True,False
1292,False,True,True,False
1293,True,False,True,False
1294,True,False,True,False
1295,True,False,False,True
1296,True,False,False,True
1297,False,True,True,False
1298,True,False,True,False
1299,True,False,False,True
1300,True,False,True,False
1301,False,True,True,False
1302,False,True,True,False
1303,False,True,False,True
1304,False,True,False,True
1305,False,True,False,True
1306,True,False,True,False
1307,True,False,False,True
1308,True,False,True,False
1309,False,True,False,True
1310,True,False,True,False
1311,True,False,True,False
1312,False,True,False,True
1313,True,False,True,False
1314,True,False,True,False
1315,False,True,True,False
1316,False,True,True,False
1317,True,False,True,False
1318,False,True,True,False
1319,True,False,True,False
1320,True,False,True,False
1321,True,False,True,False
1322,False,True,False,True
1323,True,False,False,True
1324,False,True,True,False
1325,True,False,True,False
1326,False,True,True,False
1327,True,False,True,False
1328,False,True,True,False
1329,True,False,True,False
1330,False,True,False,True
1331,True,False,True,False
1332,True,False,True,False
1333,True,False,True,False
1334,True,False,False,True
1335,True,False,True,False
1336,True,False,True,False
1337,True,False,True,False
1338,True,False,False,True
1339,True,False,False,True
1340,True,False,True,False
1341,True,False,True,False
1342,False,True,False,True
1343,True,False,True,False
1344,False,True,False,True
1345,False,True,True,False
1346,True,False,False,True
1347,True,False,True,False
1348,False,True,True,False
1349,False,True,True,False
1350,True,False,False,True
1351,True,False,True,False
1352,True,False,True,False
1353,True,False,True,False
1354,True,False,True,False
1355,True,False,False,True
1356,True,False,True,False
1357,True,False,True,False
1358,False,True,False,True
